row_id,Source,Reference,Translation,gold_errors,top5_predicted,hits,num_gold,num_hits,recall_at_5,precision_at_5,exact_match,exact_containment,all_scores_json
144,They are still trying to determine just how large the crash was and how the Earth will be affected.,"औसीलट छोटे जानवरों को खाना पसंद करते हैं। यदि वे पकड़ सकें, तो वे बंदरों, साँपों, कृन्तकों और पक्षियों को पकड़ लेंगे। लगभग सभी जानवर जो औसीलट का शिकार होते हैं, इनसे बहुत छोटे होते हैं।",वे अभी भी इस बात का निर्धारण करने की कोशिश कर रहे हैं कि दुर्घटनाकितनी बड़ी थी और धरती कैसे प्रभावित होगी।,"[""inappropriate_for_context""]","[""omission"", ""spelling"", ""punctuation"", ""grammar"", ""awkward""]",[],1,0,0.0,0.0,False,False,"[{""error"": ""omission"", ""score"": 0.9025, ""prob"": 0.95, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.855, ""prob"": 0.9, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.81, ""prob"": 0.9, ""conf"": 90.0}, {""error"": ""grammar"", ""score"": 0.5599999999999999, ""prob"": 0.7, ""conf"": 80.0}, {""error"": ""awkward"", ""score"": 0.51, ""prob"": 0.6, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
145,"Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is.",पुलिस ने कहा कि उन्हें हमले के लिए ज़िम्मेदार कथित डाएश (आईएसआईएल) लड़ाकों पर संदेह है.,"ओसेलॉट छोटे जानवरों को खाना पसंद करते हैं। यदि वे कर सकते हैं तो वे बंदरों, सांपों, कृन्तकों और पक्षियों को पकड़ लेंगे। लगभग सभी जानवर जो ओसेलॉट का शिकार करते हैं, वे उससे बहुत छोटे होते हैं।","[""mistranslation""]","[""omission"", ""mistranslation"", ""awkward"", ""grammar"", ""register""]","[""mistranslation""]",1,1,1.0,0.2,False,True,"[{""error"": ""omission"", ""score"": 1.0, ""prob"": 1.0, ""conf"": 100.0}, {""error"": ""mistranslation"", ""score"": 1.0, ""prob"": 1.0, ""conf"": 100.0}, {""error"": ""awkward"", ""score"": 0.855, ""prob"": 0.9, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.765, ""prob"": 0.85, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
146,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,"एक सच्ची “अदृश्य टीम” (लार्सन एंड लाफ़ास्टो, 1989, p109) की मौजूदगी भी वर्चुअल टीम का एक अनूठा घटक है.",पुलिस ने कहा कि उन्हें हमले की जिम्मेदारी एक कथित दाएश (आईएसआईएल) आतंकवादी पर संदेह है।,"[""grammar""]","[""grammar"", ""punctuation"", ""inappropriate_for_context"", ""awkward"", ""register""]","[""grammar""]",1,1,1.0,0.2,False,True,"[{""error"": ""grammar"", ""score"": 0.6375, ""prob"": 0.75, ""conf"": 85.0}, {""error"": ""punctuation"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""awkward"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inconsistency"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
147,"The presence of a true “invisible team” (Larson and LaFasto, 1989, p109) is also a unique component of a virtual team.",गोसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन मिला है.,"एक सच्ची ""अदृश्य टीम"" (लार्सन और लाफास्टो, 1989, p109) की उपस्थिति भी एक आभासी टीम का एक अनूठा घटक है।","[""awkward"", ""untranslated_text""]","[""awkward"", ""punctuation"", ""grammar"", ""register"", ""inappropriate_for_context""]","[""awkward""]",2,1,0.5,0.2,False,False,"[{""error"": ""awkward"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}]"
148,One of the main Christian tenets is that wealth should be used to alleviate suffering and poverty and that the monetary funds of the church are there specifically for that reason.,इंटरनेट की अलग-अलग विशेषताएँ उपयोग और संतुष्टि के दृष्टिकोण के संदर्भ में अतिरिक्त आयामों की ओर ले जाती हैं.,एक मुख्य मसीहीसिद्धान्त यह है कि धन का इस्तेमाल दुःख - तकलीफ़ों और ग़रीबी को कम करने के लिए किया जाना चाहिए और चर्च की आर्थिक निधियाँ ख़ासकर इसी कारण उपलब्ध हैं ।,[],"[""mistranslation"", ""omission"", ""awkward"", ""grammar"", ""punctuation""]",[],0,0,,0.0,,,"[{""error"": ""mistranslation"", ""score"": 0.95, ""prob"": 1.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.9, ""prob"": 1.0, ""conf"": 90.0}, {""error"": ""awkward"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0425, ""prob"": 0.05, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
149,The distinct characteristics of the Internet lead to additional dimensions in terms of the uses and gratifications approach.,"प्राचीन मिस्र, पर्शिया और चीन में शौचालय भी थे. रोमन सभ्यता में शौचालय स्नान घरों का हिस्सा होते थे, जिन्हें पुरुष और महिलाएँ दोनों ही समूह में एक साथ इस्तेमाल करते थे.",इंटरनेट की विशिष्ट विशेषताएं उपयोग और संतुष्टि के दृष्टिकोण के संदर्भ में अतिरिक्त आयामों की ओर ले जाती हैं।,"[""awkward"", ""inappropriate_for_context"", ""mistranslation""]","[""awkward"", ""grammar"", ""addition"", ""omission"", ""mistranslation""]","[""awkward"", ""mistranslation""]",3,2,0.6666666666666666,0.4,False,False,"[{""error"": ""awkward"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""grammar"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
150,"There were also toilets in ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public bath houses where men and women were together in mixed company.","जितनी कम चिंता, उतनी ज़्यादा सकारात्मक जीवन ऊर्जा का संचार. हर इंसान परम शांति और संतोष पा सकता है.","प्राचीन मिस्र, फारस और चीन में भी शौचालय थे।रोमन सभ्यता में, शौचालय कभी-कभी सार्वजनिक स्नान घरों का हिस्सा होते थे जहां पुरुष और महिलाएं मिश्रित रूप से एक साथ होते थे।","[""awkward""]","[""punctuation"", ""awkward"", ""grammar"", ""inappropriate_for_context"", ""inconsistency_use""]","[""awkward""]",1,1,1.0,0.2,False,True,"[{""error"": ""punctuation"", ""score"": 0.81, ""prob"": 0.9, ""conf"": 90.0}, {""error"": ""awkward"", ""score"": 0.21, ""prob"": 0.3, ""conf"": 70.0}, {""error"": ""grammar"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
151,"The lower the tension, the more positive the life force present. Every person has the potential to find absolute peace and contentment.","हम पर्यावरण के साथ ज़्यादा दोस्ताना तरीके से रहना शुरू कर सकते हैं, इसके लिए पर्यावरण आंदोलन में शामिल हो सकते हैं, और हम भविष्य को कुछ हद तक कष्ट से बचाने के लिए पर्यावरण कार्यकर्ता भी बन सकते हैं.","तनाव जितना कम होगा, जीवन शक्ति उतनी ही सकारात्मक होगी। प्रत्येक व्यक्ति में पूर्ण शांति और संतोष पाने की क्षमता है।",[],"[""awkward"", ""inappropriate_for_context"", ""addition"", ""omission"", ""mistranslation""]",[],0,0,,0.0,,,"[{""error"": ""awkward"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}]"
152,"The final score was a one-point victory, 21 to 20, ending the All Blacks' 15 game winning streak.",हैतियन इंस्टीट्यूट फ़ॉर जस्टिस एंड डेमोक्रेसी ने स्वतंत्र अध्ययनों का हवाला देते हुए सुझाव दिया है कि नेपाली संयुक्त राष्ट्र शांति रक्षा बटालियन अनजाने में हैती में बीमारी लेकर आई है.,"फाइनल स्कोर एक सूत्री जीत, 21 से 20, ऑल ब्लैक्स के 15 गेम जीतने की स्ट्रेक को खत्म कर रहा था।","[""mistranslation"", ""untranslated_text""]","[""inappropriate_for_context"", ""awkward"", ""grammar"", ""register"", ""addition""]",[],2,0,0.0,0.0,False,False,"[{""error"": ""inappropriate_for_context"", ""score"": 0.765, ""prob"": 0.85, ""conf"": 90.0}, {""error"": ""awkward"", ""score"": 0.765, ""prob"": 0.85, ""conf"": 90.0}, {""error"": ""grammar"", ""score"": 0.24, ""prob"": 0.3, ""conf"": 80.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
153,"Her first was the Slalom, where she earned a Did Not Finish in her first run. 36 of the 116 competitors had the same result in that race.","एक तारे की रॉस्बी संख्या, जो प्लाज़्मा फ़्लो से संबंधित है, का पता लगाने के लिए उसकी चमक और रोटेशन का एक साथ इस्तेमाल किया जाता है,","उसका पहला स्लैलम था, जहां उसने अपने पहले रनमें खत्म नहीं किया । ११६ प्रतियोगियों में से ३६ उस दौड़ में एक ही परिणाम था ।","[""grammar"", ""mistranslation"", ""omission"", ""untranslated_text""]","[""awkward"", ""inappropriate_for_context"", ""grammar"", ""punctuation"", ""spelling""]","[""grammar""]",4,1,0.25,0.2,False,False,"[{""error"": ""awkward"", ""score"": 0.765, ""prob"": 0.85, ""conf"": 90.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.7224999999999999, ""prob"": 0.85, ""conf"": 85.0}, {""error"": ""grammar"", ""score"": 0.68, ""prob"": 0.8, ""conf"": 85.0}, {""error"": ""punctuation"", ""score"": 0.21, ""prob"": 0.3, ""conf"": 70.0}, {""error"": ""spelling"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inconsistency"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inconsistency_use"", ""score"": 0.08000000000000002, ""prob"": 0.1, ""conf"": 80.0}, {""error"": ""characterEncoding"", ""score"": 0.0425, ""prob"": 0.05, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}]"
154,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","गैलापागोस में मनुष्य के आगमन के बाद से, कई स्तनधारी का आगमन हुआ है जिसमें बकरियाँ, घोड़े, गाय, चूहे, बिल्लियाँ और कुत्ते शामिल हैं.","चमक और घूर्णन का उपयोग एक साथ स्टार के रोस्बाई संख्या का निर्धारण करने के लिए किया जाता है, जो प्लाज्मा प्रवाह से संबंधित है।","[""omission"", ""spelling"", ""untranslated_text""]","[""punctuation"", ""register"", ""inappropriate_for_context"", ""grammar"", ""addition""]",[],3,0,0.0,0.0,False,False,"[{""error"": ""punctuation"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""awkward"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}]"
155,"Since the arrival of man to the Galapagos, many mammals have been introduced including goats, horses, cows, rats, cats and dogs.","चूँकि मोंटेवीडियो भूमध्य रेखा के दक्षिण में है, इसलिए उत्तरी गोलार्ध में सर्दियों के दौरान वहाँ गर्मी होती है और इसके विपरीत भी होता है।","गैलापागोस में मनुष्य के आगमन के बाद से, बकरियों, घोड़ों, गायों, चूहों, बिल्लियों और कुत्तों सहित कई स्तनधारियों को शामिल किया गया है।","[""mistranslation""]","[""awkward"", ""grammar"", ""register"", ""inappropriate_for_context"", ""addition""]",[],1,0,0.0,0.0,False,False,"[{""error"": ""awkward"", ""score"": 0.24, ""prob"": 0.3, ""conf"": 80.0}, {""error"": ""grammar"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}]"
156,"Since Montevideo is south of the Equator, it is summer there when it's winter in the Northern Hemisphere and vice versa.",टीम जिस प्रभाव के तलाश में थी वह आकाशगंगा के डार्क मैटर और मिल्की वे के डार्क मैटर के बीच ज्वारीय बलों के कारण से होता होगा.,"चूंकि मोंटेविडियो भूमध्य रेखा के दक्षिण में है, यह वहाँ गर्मी है जब यह उत्तरी गोलार्ध में सर्दियों है और इसके विपरीत।","[""grammar"", ""mistranslation""]","[""awkward"", ""grammar"", ""register"", ""inconsistency"", ""addition""]","[""grammar""]",2,1,0.5,0.2,False,False,"[{""error"": ""awkward"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inconsistency"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
157,Due to the long distance from the continent mammals were unable to make the journey making the giant tortoise the primary grazing animal in the Galapagos.,विज्ञान का मुख्य लक्ष्य वैज्ञानिक पद्धति के माध्यम से दुनिया के काम करने के तरीके का पता लगाना है। वास्तव में अधिकांश वैज्ञानिक अनुसंधानों इस विधि पर निर्धारित हैं |,"महाद्वीप से लंबी दूरी के कारण स्तनधारी प्राणी यात्रा करने में असमर्थ थे, जिससे विशाल कछुआ गैलापागोस में प्राथमिक चरने वाला जानवर बन गया।",[],"[""grammar"", ""addition"", ""omission"", ""mistranslation"", ""untranslated_text""]",[],0,0,,0.0,,,"[{""error"": ""grammar"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""awkward"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
158,Science’s main goal is to figure out the way the world works through the scientific method. This method in fact guides most scientific research.,होकूरिकू इलेक्ट्रिक पॉवर कंपनी ने रिपोर्ट दी कि भूकंप का कोई असर नहीं हुआ है. यह भी बताया कि इसके शिका न्यूक्लियर पावर प्लांट के रिएक्टर नंबर 1 और 2 बंद कर दिए गए थे.,विज्ञान का मुख्य लक्ष्य वैज्ञानिक पद्धति के माध्यम से दुनिया के काम करने के तरीके का पता लगाना है। यह विधि वास्तव में अधिकांश वैज्ञानिक अनुसंधानों का मार्गदर्शन करती है।,[],"[""awkward"", ""punctuation"", ""spelling"", ""grammar"", ""register""]",[],0,0,,0.0,,,"[{""error"": ""awkward"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
